id,c3,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey
74,ARG,1987,43.3,5.7,,,,,,,,,,,,,,34,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Non-EU,Non-OECD,High income,,,,,0.00021443,,,,31326473,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares
75,ARG,1988,45.5,4.4,9.1,14,21.9,50.6,1.6,2.8,4,5.1,6.3,7.7,9.6,12.3,16.7,33.9,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,1479,,Local currency unit,Year,0.00087526,,,,31795517,New 2018,High,12,SEDLAC,SEDLAC 2018,,
76,ARG,1988,43.7,5,9.5,14.3,21.8,49.4,1.8,3.2,4.2,5.3,6.5,7.8,9.6,12.2,16.5,32.9,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.00087526,,,,31795517,New 2018,High,12,SEDLAC,SEDLAC 2018,,
77,ARG,1988,45.2,4.9,,,,,,,,,,,,,,34.6,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Non-EU,Non-OECD,High income,,,,,0.00087526,,,,31795517,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares
78,ARG,1989,47.6,4.1,8.6,13.3,21.3,52.6,1.4,2.7,3.8,4.8,6,7.3,9.3,12,16.7,35.9,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Non-EU,Non-OECD,High income,41748,,Argentine austral,Month,0.042333961,,,,32263561,,Average,12,Research study,Psacharopoulos et al. 1997,,Encuesta Permanente de Hogares
79,ARG,1990,50.1,4.2,8.2,12.6,20,55,1.6,2.6,3.6,4.6,5.6,7,8.8,11.2,15.6,39.4,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.487589083,,,10816,32729739,,High,13,United Nations,ECLAC,,
80,ARG,1990,43.1,5.7,9.1,14,20.5,50.8,2.3,3.4,4,5.1,6.3,7.7,9.1,11.4,15.5,35.3,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Non-EU,Non-OECD,High income,,,,,0.487589083,,,10816,32729739,,Low,12,Research study,Cerisola et al. 2000,FIDE 1998,
81,ARG,1991,46.5,4.9,9.1,13.3,20.3,52.4,1.8,3.1,4.1,5,6.1,7.2,8.9,11.4,15.9,36.5,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,2466469,,Local currency unit,Year,0.953554417,,,12016,33193918,New 2018,High,12,SEDLAC,SEDLAC 2018,,
82,ARG,1991,44.2,5.5,9.7,13.7,20.4,50.7,2.1,3.4,4.4,5.3,6.2,7.5,9.1,11.3,15.8,34.9,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.953554417,,,12016,33193918,New 2018,High,12,SEDLAC,SEDLAC 2018,,
83,ARG,1991,46.76,4.82,9.07,13.29,20.41,52.42,1.75,3.07,4.05,5.02,6.04,7.25,8.89,11.52,15.82,36.6,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,6718.92,4452,US$2011PPP,Year,0.953554417,6719,4452,12016,33193918,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
84,ARG,1991,44.1,5.7,8.9,13.4,20.4,51.6,2.4,3.3,3.9,5,6.2,7.2,8.9,11.5,15.3,36.3,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Non-EU,Non-OECD,High income,,,,,0.953554417,,,12016,33193918,,Low,12,Research study,Cerisola et al. 2000,FIDE 1998,
85,ARG,1992,44.4,5,9.3,14,21.4,50.3,1.9,3.1,4.2,5.1,6.3,7.7,9.3,12.1,16.6,33.7,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.990641667,,,13266,33655151,New 2018,High,12,SEDLAC,SEDLAC 2018,,
86,ARG,1992,45,4.8,9.2,13.8,21.4,50.6,1.8,3,4.1,5.1,6.2,7.6,9.4,12,16.5,34.1,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,293,,Local currency unit,Year,0.990641667,,,13266,33655151,New 2018,High,12,SEDLAC,SEDLAC 2018,,
87,ARG,1992,42.9,5.4,9.6,14.4,21.5,49.1,2,3.4,4.3,5.3,6.5,7.9,9.5,12,16.4,32.7,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.990641667,,,13266,33655151,New 2018,High,12,SEDLAC,SEDLAC 2018,,
88,ARG,1992,42.4,5.6,9.8,14.5,21.4,48.8,2.1,3.5,4.4,5.4,6.6,7.9,9.5,11.9,16.5,32.3,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.990641667,,,13266,33655151,New 2018,High,12,SEDLAC,SEDLAC 2018,,
89,ARG,1992,48.2,4.4,8.6,13,20.8,53.4,1.6,2.8,3.8,4.8,5.8,7.2,9.2,11.6,16.2,37.2,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.990641667,,,13266,33655151,,High,13,United Nations,ECLAC,,
90,ARG,1992,45.47,4.6,9.2,13.86,21.48,50.86,1.6,3,4.07,5.13,6.21,7.65,9.42,12.06,16.57,34.29,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,6775.32,4655.64,US$2011PPP,Year,0.990641667,6775,4656,13266,33655151,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
91,ARG,1992,43.6,4.9,9.3,14.2,21.1,50.5,2.2,2.7,4.1,5.2,6.5,7.7,9.3,11.8,16.1,34.4,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Non-EU,Non-OECD,High income,,,,,0.990641667,,,13266,33655151,,Low,12,Research study,Cerisola et al. 2000,FIDE 1998,
92,ARG,1993,44.4,4.7,9.3,14.3,22,49.6,1.7,3,4.1,5.2,6.4,7.9,9.7,12.3,16.6,33,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,320,,Local currency unit,Year,0.998945833,,,13862,34110917,New 2018,High,12,SEDLAC,SEDLAC 2018,,
93,ARG,1993,42.3,5.2,9.9,14.8,22,48.1,1.9,3.3,4.4,5.5,6.7,8.1,9.7,12.3,16.3,31.8,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.998945833,,,13862,34110917,New 2018,High,12,SEDLAC,SEDLAC 2018,,
94,ARG,1993,44.86,4.45,9.32,14.32,22.01,49.9,1.48,2.97,4.1,5.22,6.42,7.9,9.67,12.34,16.7,33.2,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,6792.24,4760.16,US$2011PPP,Year,0.998945833,6792,4760,13862,34110917,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
95,ARG,1994,45.3,4.6,9.1,14,21.5,50.6,1.7,2.9,4,5.1,6.3,7.7,9.5,12,16.4,34.2,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,328,,Local currency unit,Year,0.999008333,,,14481,34558115,New 2018,High,12,SEDLAC,SEDLAC 2018,,
96,ARG,1994,43.1,5.3,9.7,14.4,21.6,49,2,3.3,4.3,5.4,6.5,7.9,9.6,12,16.2,32.8,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.999008333,,,14481,34558115,New 2018,High,12,SEDLAC,SEDLAC 2018,,
97,ARG,1994,51.5,3.8,7.8,12.2,19.6,56.4,1.4,2.4,3.4,4.4,5.4,6.8,8.4,11.2,16.2,40.2,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.999008333,,,14481,34558115,,High,13,United Nations,ECLAC,,
98,ARG,1994,45.92,4.38,9.03,14.03,21.6,50.96,1.5,2.88,3.96,5.07,6.32,7.71,9.5,12.1,16.52,34.44,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,6703.68,4598.52,US$2011PPP,Year,0.999008333,6704,4599,14481,34558115,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
99,ARG,1994,43.8,4.8,9.5,14,21.1,50.7,1.9,2.9,4.2,5.3,6.3,7.7,9.3,11.8,15.9,34.8,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Non-EU,Non-OECD,High income,,,,,0.999008333,,,14481,34558115,,Low,12,Research study,Cerisola et al. 2000,FIDE 1998,
100,ARG,1995,48.1,4.1,8.5,13.2,20.6,53.4,1.4,2.7,3.7,4.8,5.9,7.3,9,11.6,16.7,36.7,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,318,,Local currency unit,Year,0.99975,,,13894,34994814,New 2018,High,12,SEDLAC,SEDLAC 2018,,
101,ARG,1995,46,4.6,9.1,13.7,20.7,51.7,1.6,3,4.1,5,6.2,7.5,9.1,11.6,16.4,35.3,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.99975,,,13894,34994814,New 2018,High,12,SEDLAC,SEDLAC 2018,,
102,ARG,1995,48.9,3.76,8.43,13.27,20.76,53.79,1.13,2.63,3.69,4.74,5.91,7.36,9.07,11.69,16.83,36.96,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,6370.32,4252.32,US$2011PPP,Year,0.99975,6370,4252,13894,34994814,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
103,ARG,1995,46.3,4.4,8.8,13.5,20.3,52.7,1.7,2.7,3.9,4.9,6.1,7.4,9,11.3,15.4,37.3,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Non-EU,Non-OECD,High income,,,,,0.99975,,,13894,34994814,,Low,12,Research study,Cerisola et al. 2000,FIDE 1998,
104,ARG,1996,48.6,4,8.3,13.2,21.1,53.4,1.4,2.6,3.6,4.7,5.9,7.3,9.2,11.9,16.9,36.5,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,312,,Local currency unit,Year,0.9996625,,,14486,35419682,New 2018,High,12,SEDLAC,SEDLAC 2018,,
105,ARG,1996,46.3,4.5,8.9,13.6,21.2,51.7,1.6,2.9,3.9,5,6.1,7.5,9.3,11.9,16.7,35,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9996625,,,14486,35419682,New 2018,High,12,SEDLAC,SEDLAC 2018,,
106,ARG,1996,49.52,3.51,8.2,13.13,21.19,53.95,1.03,2.48,3.56,4.64,5.83,7.3,9.2,11.99,17.08,36.87,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,6240.84,4079.88,US$2011PPP,Year,0.9996625,6241,4080,14486,35419682,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
107,ARG,1996,45.8,4.3,8.9,13.7,20.7,52.3,1.6,2.7,3.9,5,6.2,7.5,9.1,11.6,16,36.3,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Non-EU,Non-OECD,High income,,,,,0.9996625,,,14486,35419682,,Low,12,Research study,Cerisola et al. 2000,FIDE 1998,
108,ARG,1996,47.7,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9996625,,,14486,35419682,,Average,11,Research study,Szekely 2003,,Encuesta Permanente de Hogares
109,ARG,1997,48.3,3.9,8.3,13.3,21.2,53.3,1.3,2.6,3.6,4.7,6,7.3,9.2,12,17.2,36.1,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,329,,Local currency unit,Year,0.9995,,,15479,35833969,New 2018,High,12,SEDLAC,SEDLAC 2018,,
110,ARG,1997,46.1,4.5,8.9,13.8,21.4,51.4,1.6,2.9,3.9,5,6.2,7.6,9.4,12,16.9,34.5,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,15479,35833969,New 2018,High,12,SEDLAC,SEDLAC 2018,,
111,ARG,1997,53,3.6,7.4,11.8,19.2,57.8,1.2,2.4,3.2,4.2,5.4,6.4,8.2,11,16.2,41.6,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,15479,35833969,,High,13,United Nations,ECLAC,,
112,ARG,1997,49.11,3.55,8.21,13.25,21.35,53.65,1.08,2.47,3.52,4.69,5.94,7.31,9.28,12.07,17.29,36.36,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,6537.72,4367.64,US$2011PPP,Year,0.9995,6538,4368,15479,35833969,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
113,ARG,1997,44.8,4.4,9.2,14,21.1,51.2,1.6,2.8,4,5.2,6.3,7.7,9.4,11.7,15.9,35.3,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,15479,35833969,,Low,12,Research study,Cerisola et al. 2000,FIDE 1998,
114,ARG,1998,50.2,3.7,7.9,12.7,21,54.8,1.3,2.4,3.4,4.5,5.7,7,9,12,17.1,37.7,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,350,,Local currency unit,Year,0.9995,,,15895,36241590,New 2018,High,12,SEDLAC,SEDLAC 2018,,
115,ARG,1998,50.1,3.7,7.9,12.7,20.9,54.7,1.3,2.4,3.4,4.5,5.6,7.1,9,11.9,16.9,37.8,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,323,,Local currency unit,Year,0.9995,,,15895,36241590,New 2018,High,12,SEDLAC,SEDLAC 2018,,
116,ARG,1998,48,4.2,8.5,13.2,21,53.1,1.5,2.7,3.7,4.8,5.9,7.3,9.1,11.9,16.9,36.2,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,15895,36241590,New 2018,High,12,SEDLAC,SEDLAC 2018,,
117,ARG,1998,47.8,4.2,8.5,13.2,21,52.9,1.5,2.7,3.7,4.8,5.9,7.3,9.1,11.9,16.7,36.2,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,15895,36241590,New 2018,High,12,SEDLAC,SEDLAC 2018,,
118,ARG,1998,50.73,3.41,7.79,12.7,21.02,55.08,1.07,2.34,3.36,4.43,5.64,7.06,9.06,11.96,17.03,38.05,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,6349.8,3996.72,US$2011PPP,Year,0.9995,6350,3997,15895,36241590,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
119,ARG,1998,46.7,4.2,8.6,13.6,20.4,53,1.5,2.7,3.6,5,6.1,7.5,9,11.4,16.1,36.9,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,15895,36241590,,Low,12,Research study,Cerisola et al. 2000,FIDE 1998,
120,ARG,1998,49.4,,,,,,,,,,,,,,,,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,15895,36241590,,Average,11,Research study,Szekely 2003,,Encuesta Permanente de Hogares
121,ARG,1999,49.1,3.8,8.1,13.1,21.2,53.7,1.3,2.5,3.5,4.6,5.8,7.3,9.2,12,17,36.7,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,302,,Local currency unit,Year,0.9995,,,15186,36648068,New 2018,High,12,SEDLAC,SEDLAC 2018,,
122,ARG,1999,46.8,4.3,8.8,13.6,21.3,52,1.5,2.8,3.9,4.9,6.1,7.5,9.3,12,16.8,35.2,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,15186,36648068,New 2018,High,12,SEDLAC,SEDLAC 2018,,
123,ARG,1999,53.9,3.4,7.4,11.6,19.2,58.4,1.2,2.2,3.2,4.2,5.2,6.4,8.4,10.8,15.6,42.8,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,15186,36648068,,High,13,United Nations,ECLAC,,
124,ARG,1999,49.79,3.49,7.98,13.09,21.27,54.16,1.07,2.42,3.46,4.52,5.79,7.3,9.18,12.09,17.11,37.05,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,6053.88,3970.08,US$2011PPP,Year,0.9995,6054,3970,15186,36648068,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
125,ARG,2000,50.4,3.5,7.7,12.8,21.3,54.8,1.2,2.3,3.3,4.4,5.6,7.2,9.1,12.2,17.4,37.4,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,293,,Local currency unit,Year,0.9995,,,14900,37057452,New 2018,High,12,SEDLAC,SEDLAC 2018,,
126,ARG,2000,48.2,3.9,8.3,13.3,21.3,53.2,1.3,2.6,3.6,4.7,5.9,7.4,9.2,12.1,17.1,36.1,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,14900,37057452,New 2018,High,12,SEDLAC,SEDLAC 2018,,
127,ARG,2000,54.4,3.2,7,11.6,19.4,58.8,1,2.2,3,4,5.2,6.4,8.4,11,16,42.8,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,14900,37057452,,High,13,United Nations,ECLAC,,
128,ARG,2000,51.06,3.19,7.58,12.77,21.32,55.15,0.95,2.24,3.25,4.33,5.6,7.17,9.11,12.21,17.45,37.7,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,5921.28,3775.8,US$2011PPP,Year,0.9995,5921,3776,14900,37057452,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
129,ARG,2001,52.2,3.1,7.2,12.3,21,56.3,1,2.1,3.1,4.1,5.4,6.9,9,12,17.4,38.9,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,267,,Local currency unit,Year,0.9995,,,14086,37471509,New 2018,High,12,SEDLAC,SEDLAC 2018,,
130,ARG,2001,50.1,3.5,7.9,12.9,21,54.7,1.1,2.4,3.4,4.5,5.7,7.2,9.1,11.9,17.1,37.6,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,14086,37471509,New 2018,High,12,SEDLAC,SEDLAC 2018,,
131,ARG,2001,56,3,6.6,11,19.2,60,1,2,2.8,3.8,4.8,6.2,8.2,11,15.8,44.2,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,0.9995,,,14086,37471509,,High,13,United Nations,ECLAC,,
132,ARG,2001,53.34,2.58,7.09,12.26,21.06,57,0.65,1.93,3.02,4.07,5.35,6.91,9,12.06,17.54,39.46,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,5451.12,3368.76,US$2011PPP,Year,0.9995,5451,3369,14086,37471509,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
133,ARG,2002,53.3,3,7.1,12.2,20.3,57.5,1,2,3,4.1,5.4,6.8,8.7,11.6,17.2,40.3,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,260,,Local currency unit,Year,3.063256667,,,12413,37889370,New 2018,High,12,SEDLAC,SEDLAC 2018,,
134,ARG,2002,51.2,3.4,7.7,12.8,20.3,55.9,1.2,2.2,3.3,4.4,5.7,7.1,8.8,11.5,16.9,39,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,3.063256667,,,12413,37889370,New 2018,High,12,SEDLAC,SEDLAC 2018,,
135,ARG,2002,57.8,2.6,6.2,10.6,18.2,61.8,0.8,1.8,2.6,3.6,4.6,6,7.6,10.6,15.4,46.4,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,3.063256667,,,12413,37889370,,High,13,United Nations,ECLAC,,
136,ARG,2002,53.79,2.75,6.95,12.18,20.35,57.78,0.87,1.88,2.9,4.05,5.33,6.85,8.69,11.66,17.27,40.51,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,3830.52,2311.8,US$2011PPP,Year,3.063256667,3831,2312,12413,37889370,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
137,ARG,2003,52.8,3.2,7,12,20.6,57,1.1,2.1,3,4,5.2,6.8,8.8,11.8,17.3,39.7,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,277,,Local currency unit,Year,2.900629167,,,13361,38309379,New 2018,High,12,SEDLAC,SEDLAC 2018,,
138,ARG,2003,50.6,3.7,7.6,12.5,20.7,55.4,1.3,2.4,3.3,4.3,5.5,7,8.9,11.8,17,38.4,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,2.900629167,,,13361,38309379,New 2018,High,12,SEDLAC,SEDLAC 2018,,
139,ARG,2003,50.5,3.3,7.6,12.9,21.8,54.4,1.1,2.2,3.2,4.4,5.7,7.2,9.4,12.4,17.4,37,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,336,,Local currency unit,Year,2.900629167,,,13361,38309379,New 2018,High,13,SEDLAC,SEDLAC 2018,Second half of the year,
140,ARG,2003,48.1,3.7,8.4,13.5,21.9,52.5,1.2,2.5,3.6,4.8,6,7.5,9.6,12.3,17.2,35.3,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,2.900629167,,,13361,38309379,New 2018,High,13,SEDLAC,SEDLAC 2018,Second half of the year,
141,ARG,2003,50.69,3.19,7.59,12.89,21.85,54.48,1.01,2.18,3.21,4.38,5.66,7.23,9.41,12.44,17.41,37.07,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,5264.52,3349.68,US$2011PPP,Year,2.900629167,5265,3350,13361,38309379,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
142,ARG,2004,48.1,3.6,8.2,13.8,22.4,52.2,1.2,2.4,3.5,4.7,6.1,7.7,9.7,12.7,17.5,34.7,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,386,,Local currency unit,Year,2.923300819,,,14410,38728696,New 2018,High,13,SEDLAC,SEDLAC 2018,Second half of the year,
143,ARG,2004,45.7,4.1,8.8,14.4,22.4,50.3,1.4,2.7,3.8,5,6.4,8,9.8,12.6,17.3,33,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Urban,All,All,Non-EU,Non-OECD,High income,,,,,2.923300819,,,14410,38728696,New 2018,High,13,SEDLAC,SEDLAC 2018,Second half of the year,
